-156.617	71.322	28.5
-150.613	69.836	32.8
-148.701	69.72	31.4
-144.912	69.918	32
-143.711	69.626	38.6
-161.194	68.648	31.4
-159.587	69.105	39.8
-156.613	68.713	38.8
-150.681	68.966	44.6
-149.572	68.641	38
-146.375	69.322	39.2
-140.965	69.243	38.6
-139.535	68.604	33.2
-162.908	68.054	41
-158.115	68.495	40.4
-156.189	68.257	44.6
-153.972	68.441	44
-151.813	68.134	42.2
-149.616	68.058	38.2
-148.487	68.075	45.2
-145.568	68.121	38
-141.595	68.186	30.2
-137.897	68.389	35.6
-163.083	67.699	28.4
-161.826	67.082	28.4
-160.603	67.421	27.8
-157.232	67.457	33.2
-155.725	67.049	32
-153.483	67.222	38.6
-152.179	67.508	42.8
-151.507	66.921	34.5
-150.204	67.227	37.5
-147.887	67.519	35
-145.643	67.593	32.6
-143.965	67.3225	32
-139.872	67.614	29.6
-136.222	66.981	38.4
-161.25	66.442	28.4
-157.773	66.833	33.8
-157.087	66.143	30.8
-153.506	66.516	35
-150.024	66.711	31.4
-147.475	66.7	32.4
-145.234	66.566	37.4
-141.591	66.5195	29.9
-136.719	66.37	32.8
-167.927	65.56	30.2
-166.329	65.474	30.2
-164.648	65.708	30.8
-162.355	65.394	30.2
-160.651	65.501	30.8
-158.654	65.895	32
-156.449	65.528	31.4
-154.881	65.492	31.8
-152.805	65.657	30.2
-151.377	65.894	33.8
-149.543	65.825	31.2
-147.878	65.837	31.4
-145.525	65.517	33.8
-143.154	65.306	27.8
-141.615	65.604	34.4
-139.936	65.448	36.8
-138.306	65.361	36.2
-165.373	64.565	31.54
-164.039	64.994	33.2
-162.239	64.638	30.8
-159.913	64.937	35
-158.363	65.153	38.4
-156.879	64.746	33.8
-151.982	65.18	28.4
-150.744	65.03	30.8
-149.36	65.148	28.4
-149.069	64.593	29.1
-147.99775	64.7375	28.35
-147.434	65.117	32
-145.37	64.613	31.5
-143.564	64.501	34.4
-138.2165	64.4525	39.2
-136.377	65.223	37
-160.695	63.886	30.8
-155.621	63.994	33.2
-154.147	64.177	32.6
-152.315	63.883	30.2
-150.987	64.1	33
-149.299	64.173	27.8
-148.937	63.732	32.6
-146.948	64.409	29
-144.846	63.74	30.8
-144.03	63.812	30.3
-142.076	64.029	30.2
-137.52	63.843	33.2
-160.602	63.284	33.8
-159.078	63.396	32.6
-156.715	63.465	33.8
-154.07	63.357	31.4
-152.1365	63.1575	33.9
-150.923	63.553	31.4
-148.854	63.1195	34.95
-147.376	63.075	41.6
-145.47	62.97	39.2
-143.348	63.025	33.2
-141.827	63.062	30.2
-138.129	63.109	31.4
-164.656	61.933	30.8
-163.554	62.749	30.8
-161.531	62.294	31.4
-158.299	62.425	32.3
-156.689	62.22	33.2
-154.854	62.182	36.8
-153.88	62.479	32
-151.532	61.98	38
-150.262	62.406	32.7
-147.74	62.581	42.5
-142.996	62.401	35.8
-141.878	62.358	32.6
-138.462	62.444	34.4
-136.794	62.576	30.8
-162.683	61.342	33.2
-161.487	61.678	31.4
-159.475	61.71	33.8
-157.438	61.401	30
-155.824	61.491	33
-154.391	61.904	38
-153.132	61.882	38.6
-152.209	61.2	38
-150.747	61.434	35.2
-148.458	61.413	38.6
-148.332	61.807	38
-145.923	61.492	42.8
-145.775	61.129	44
-144.598	61.606	40.2
-143.633	61.335	39.1
-137.089	61.459	36.2
-135.78	61.486	34.4
-166.201	60.385	35.6
-161.96	60.751	29.6
-160.688	60.695	32.6
-158.864	60.748	33.2
-157.187	60.527	37.4
-155.89	60.68	32.6
-154.484	60.813	32.6
-150.223	60.512	33.8
-149.724	60.481	35.6
-148.333	60.858	37
-145.208	60.534	36
-144.605	60.968	36.7
-143.7	60.393	32
-143.024	60.5585	37.025
-142.13625	60.59325	40.675
-141.2998	60.7176	38.32
-140.191	60.772	41
-136.091	60.77	37.4
-161.685	59.924	31.4
-158.093	59.594	34.4
-157.095	59.773	32.6
-155.208	59.854	33.8
-154.32	60.195	32.6
-153.232	59.652	39.8
-151.237	59.525	38.5
-150.906	59.751	44
-149.453	60.104	35
-142.839	60.179	38
-142.487	60.082	42.2
-140.518	60.1125	35
-139.519	59.81	39
-136.96	60.122	40.4
-161.264	59.253	36.8
-159.825	59.177	35.6
-155.229	59.392	31.4
-155.009	58.648	30.8
-152.394	58.61	37.4
-155.887	58.264	31.4
-136.232	57.962	30.8
-154.184	56.559	30.6
